Name,Charakter Pipeline,Design Skelett,Einzigartig,Element,Erstellt von,Erstellungsdatum,Flavourtext,ID,Idee Brackground,Kartenart,Kartentext,Kartentext-Planung,Kartentyp,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Letzte Änderung,Rarität,Set Release,Slot zugewiesen,Status,⚔️,⭕️,🛡️
"Soldat Rian, James",Soldat Rian (https://www.notion.so/Soldat-Rian-1cd95bba56ba8058893ee6e7ffaec50e?pvs=21),,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 4, 2025 1:38 PM",,469,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> das <zone>Feld</zone> verlasse und nicht durch einen <key>Kampf</key> <key>zerstört</key> werde, bringe <self>mich</self> zurück auf Dein <zone>Feld</zone>.","Einzigartig,
Wenn ich das Feld verlasse und nicht durch einen Kampf zerstört würde, bringe mich auf dein Feld zurück.",Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,,,2,1,"October 26, 2025 5:55 PM",,,Yes,Playtest,15/20,,15/20
"Keroth, Thul'Heen des Südlichen Siegels ",Keroth (https://www.notion.so/Keroth-1cd95bba56ba80d0aa0bc0df6f198430?pvs=21),,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 5, 2025 12:58 PM","“Sich erheben von der Erde, bis das Schaf zum Wolfe werde!”",470,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<typ>Soldaten</typ>, die Du <key>kontrollierst</key>, erhalten <stats>+15/+15</stats>.","Einzigartig
Soldaten die du kontrollierst erhalten +15/+15",Anführer (https://www.notion.so/Anf-hrer-5014765dddb3438f86c31b63b4523367?pvs=21),,,,,3,3,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,55/55,,55/55
"Eurestes, Archon des Südlichen Siegels ",Eurestes (https://www.notion.so/Eurestes-1cd95bba56ba80af94cdd57bda142627?pvs=21),,Yes,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"March 5, 2025 1:04 PM","Seine Waffe entfesselt den reinen Grimm der Elemente, der die Verfemten zerschmettert.",471,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Schildbrecher</ability> <desc>Überschüssiger <key>Schaden</key> an <key>Blockern</key> wird <self>meinem</self> ursprünglichen <key>Ziel</key> zugefügt.</desc>,"Einzigartig
Schildbrecher",Anführer (https://www.notion.so/Anf-hrer-5014765dddb3438f86c31b63b4523367?pvs=21),3,,,,,4,"September 17, 2025 8:11 PM",,Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21),No,Revision,65/65,,65/65
"Carmille, Beamtin der Hofkanzlei ",Carmille (https://www.notion.so/Carmille-11d95bba56ba80e890b1f1e542410ecc?pvs=21),,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 6, 2025 2:29 PM",“Eure Belohnung? Die ist im Paragraph IV vertraglich geregelt.”,472,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn ein <kind>Charakter</kind>, den Du <key>kontrollierst</key>, eine <key>Schildkarte</key> <key>zerstört</key>, <key>ziehe</key> eine <key>Karte</key>.","Einzigartig
Wenn ein Charakter, den du kontrollierst eine Schildkarte zerstört, ziehe eine Karte.",Gefolge (https://www.notion.so/Gefolge-d8ea55c1066e4abbb15b1b371bd0f320?pvs=21),,,,,1,1,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,10/15,,10/15
"Laytja, Heilerin der Lüfte","Laytja, Heilerin der Winde (https://www.notion.so/Laytja-Heilerin-der-Winde-1cd95bba56ba80a19f44c528ccde798a?pvs=21)",,Yes,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"March 6, 2025 2:39 PM","“Sowie die Brise die Asche verweht, bringt der Wind Linderung für jede Wunde.”",473,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, platziere einen <key>Bannkreis</key> auf einem anderen, <key>befreundeten</key> <kind>Charakter</kind>.","Einzigartig
Wenn ich das Feld betrete, platziere eine Bannkreis auf einen anderen befreundeten Charakter.",Priester (https://www.notion.so/Priester-048bd95495bd4b0daf5c7b992a39f61a?pvs=21),2,,,,,1,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,15/15,,15/20
"Sirka Sorlissos, Hüterin der Halephischen Wälder",Sirka Sorlissos (https://www.notion.so/Sirka-Sorlissos-11d95bba56ba804f9218f493b1932cf7?pvs=21),,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 10, 2025 8:28 AM",“Terra verzeiht vieles. Aber nie den Verrat am Kreislauf selbst.”,475,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, decke die obersten 3 <key>Karten</key> von Deinem <zone>Deck</zone> auf, lege eine davon in Deine <zone>Elementarzone</zone> und den Rest unter Dein <zone>Deck</zone>.","Einzigartig
Wenn ich das Feld betrete, zeige die obersten drei Karten von deinem Deck auf, lege eine davon in deine Elementarzone den rest unter dein Deck.",Magier (https://www.notion.so/Magier-3a53f2f6a1ef426b8a25520ab3d354b1?pvs=21),,,,,2,2,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,15/15,,15/15
Beatrix,"Iriel-Elisha, Yoah-Tan von Heldengrab (https://www.notion.so/Iriel-Elisha-Yoah-Tan-von-Heldengrab-11d95bba56ba800e9eb5de24401c9e91?pvs=21)",MC03 (https://www.notion.so/MC03-28695bba56ba812b8f62d81de8134bec?pvs=21),Yes,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Gut Christian,"March 10, 2025 8:42 AM",,476,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
<cost>Opfere <self>mich</self></cost> 2 <key>befreundete</key> <kind>Charaktere</kind> Deiner Wahl erhalten je 1 <key>Bannkreis</key>.","Einzigartig
Sofort, Opfere mich; Zwei befreundete Charaktere deiner Wahl erhalten einen Bannkreis.",Priester (https://www.notion.so/Priester-048bd95495bd4b0daf5c7b992a39f61a?pvs=21),,,,2,,2,"October 26, 2025 8:22 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,15/25,,15/30
"Kardes, der Feldkoch",Kardes (https://www.notion.so/Kardes-11d95bba56ba808f9231e9d46d5eb58e?pvs=21),,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 10, 2025 8:46 AM",“Ein guter Eintopf füllt den Magen. Ein großartiger Eintopf hebt die Armeen wieder auf die Beine.”,477,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, erhalten <key>befreundete</key> <kind>Charaktere</kind> <stats>+20/+20</stats> bis <key>Zugende</key>.","Einzigartig
Wenn ich das Feld betrete, erhalten alle befreundeten Charaktere +20/+20 bis zum ende des Zuges.",Gefolge (https://www.notion.so/Gefolge-d8ea55c1066e4abbb15b1b371bd0f320?pvs=21),,,,,2,2,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,20/20,,20/20
"Tekkadahn, Waffenmeister Terras",Tekkadahn (https://www.notion.so/Tekkadahn-1cd95bba56ba80ba90ffe50298fcf551?pvs=21),TC05 (https://www.notion.so/TC05-28695bba56ba81dfa327e2a34bb41709?pvs=21),Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 10, 2025 8:53 AM",,478,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Einzigartig,Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),,,,,2,2,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,50/50,,40/40
"Sir Beolf, Leutnant des Südlichen Siegels",Sir Beolf von der Wolfswacht  (https://www.notion.so/Sir-Beolf-von-der-Wolfswacht-1fa95bba56ba8140b2abe86b29f6bdc3?pvs=21),,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 10, 2025 8:58 AM",“Der Untote verspottet das Leben; meine Klinge erinnert ihn an den Tod.”,479,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<typ>Soldaten</typ>, die Du <key>ausspielst</key>, kosten <unshaped1/> weniger.","Einzigartig
Soldaten die du kontrollierst kosten ein unbestimmtes Elementar weniger.",Anführer (https://www.notion.so/Anf-hrer-5014765dddb3438f86c31b63b4523367?pvs=21),,,,,2,3,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,40/50,,40/50
"Aselhelm, Knapporal der Schwarzen Lilie",Aselhelm (https://www.notion.so/Aselhelm-1cd95bba56ba80d8a690c9c4c499e075?pvs=21),IC10 (https://www.notion.so/IC10-28695bba56ba810cb135c941e9055163?pvs=21),Yes,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"March 10, 2025 9:04 AM","“Schlag zuerst, denk später.”",480,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Ansturm</ability> <desc><self>Ich</self> darf in dem <key>Zug</key> <key>angreifen</key>, in dem <self>ich</self> auf das <zone>Feld</zone> gekommen bin.</desc>","Einzigartig
Ansturm",Anführer (https://www.notion.so/Anf-hrer-5014765dddb3438f86c31b63b4523367?pvs=21),,,2,,,1,"October 27, 2025 4:38 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,25/25,,25/25
"Ectelias, der Waldläufer",Ecthelias (https://www.notion.so/Ecthelias-17995bba56ba8028b790d35bc02e0c37?pvs=21),,Yes,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"March 10, 2025 9:08 AM",“Er ist schneller als Dein letzter Gedanke.”,481,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, zahle <unshapedX/>. Sieh Dir X zufällige <zone>Handkarten</zone> eines <key>Gegners</key> an. Dieser <key>Gegner</key> legt eine <zone>Handkarte</zone> Deiner Wahl auf den <zone>Friedhof</zone>.","Einzigartig
Wenn ich das Feld betrete, zahle X, siehe dir X Handkarten deiner Wahl eines Gegners an, dein Gegner legt eine Handkarte deiner Wahl auf den Friedhof.",Abenteurer (https://www.notion.so/Abenteurer-18c618e1fbc44737ad118d41cdbfa787?pvs=21),2,,,,,2,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,30/30,,30/30
"Thulmann, Weibel der Armee Bjarturs",Tuhlmann (https://www.notion.so/Tuhlmann-1cd95bba56ba800a9c4ad68e34fbf20d?pvs=21),,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 10, 2025 9:15 AM",“Ein guter Befehl rettet hundert Leben.”,482,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, wende <ability>2× Herbeirufen Soldat</ability> an. <desc>Decke 5 Karten von Deinem Deck auf und nimm eine vom Typ <typ>Soldat</typ> auf die <zone>Hand</zone>. Lege dann alle anderen so aufgedeckten Karten gemischt unter Dein Deck.</desc>","Einzigartig
Herbeirufen Soldat
Herbeirufen Soldat",Anführer (https://www.notion.so/Anf-hrer-5014765dddb3438f86c31b63b4523367?pvs=21),,,,,3,2,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,30/30,,30/30
"Konrad, Waffenknecht in Bjartur",Soldat Konrad (https://www.notion.so/Soldat-Konrad-1cd95bba56ba80f9b251c8c7f9825b36?pvs=21),TC06 (https://www.notion.so/TC06-28695bba56ba819fb61de08e1618dbd3?pvs=21),Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 10, 2025 11:03 AM","“Mein Leben für die, die mir ihr Vertrauen schenken.”",483,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Positionswechsel</ability> <desc>Ich darf stattdessen in der <phase>Hauptphase</phase> <self>meine</self> <key>Position</key> ändern.</desc>,"Einzigartig
Positionswechsel",Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,,,2,,"October 27, 2025 4:38 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,10/30,,15/20
"Eron, Ignis-Priester im Orden von Grauenfurt",Eron von Grauenfurt (https://www.notion.so/Eron-von-Grauenfurt-17995bba56ba80dd9583efee795a0cf9?pvs=21),,Yes,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"March 10, 2025 11:12 AM","“Manchmal muss die Welt halt brennen, um gerettet zu werden.”",484,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<cost><ignis/><unshaped1/></cost> Bis <phase>Zugende</phase> erhalte <self>ich</self> <stats>+20/+0</stats> und <ability>Unblockbar</ability>, solange <self>ich</self> einen <kind>Charakter</kind> <key>angreife</key>. <desc><self>Ich</self> kann nicht <key>geblockt</key> werden.</desc>","Einzigartig
1,I; Ich erhalte +20/+0 und “unblockbar” bis Zugende solange ich einen Charakter angreife.",Priester (https://www.notion.so/Priester-048bd95495bd4b0daf5c7b992a39f61a?pvs=21),,,3,,,1,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,30/50,,30/50
"Cherin, Aeris-Priesterin",Cherin Tehilla Yadah de Rihanner (https://www.notion.so/Cherin-Tehilla-Yadah-de-Rihanner-17995bba56ba80c68948cfe7e94623e7?pvs=21),,Yes,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"March 10, 2025 11:33 AM","“Ich bin nicht Herrin des Windes, sondern seine Dienerin, denn nur wer loslässt, kann lernen, wie weit er getragen wird.”",485,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, ändere die <key>Kampfposition</key> von bis zu zwei anderen <kind>Charakteren</kind> Deiner Wahl. Falls Du einen <kind>Charakter</kind> vom <key>Typ</key> <typ>Magier</typ> und <key>Element</key> <ignis/> <key>kontrollierst</key>, füge den <key>Zielen</key> jeweils <damage>20</damage> <key>Schaden</key> zu.","Einzigartig
Wenn ich das Feld betrete, ändere die Kampfposition von bis zu zwei Charakteren. Falls du einen Charakter vom Typ Magier mit dem Element Ignis Kontrolierst, fügen den Zielen jeweils 20 Schaden zu.",Magier (https://www.notion.so/Magier-3a53f2f6a1ef426b8a25520ab3d354b1?pvs=21),2,,,,,1,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,20/25,,10/30
"Sarius, Kundschafter der Hofkanzlei ",Sarius (https://www.notion.so/Sarius-1cd95bba56ba805cbef7fc51ae537cfb?pvs=21),,Yes,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Gut Christian,"March 10, 2025 5:23 PM","Sarius’ Augen fliegen über die Zeilen – er hat schon eine Idee, wo er es auftreiben kann.",486,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, decke die obersten 3 <key>Karten</key> von Deinem <zone>Deck</zone> auf, lege eine davon in Deine <zone>Elementarzone</zone> und den Rest unter Dein <zone>Deck</zone>.","Einzigartig
Wenn ich das Feld betrete, zeige die obersten drei Karten von deinem Deck auf, lege eine davon in deine Elementarzone den rest unter dein Deck.",Gelehrter (https://www.notion.so/Gelehrter-112f4e92a6464af1a3fe9c8f536355b0?pvs=21),,2,,,,2,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,15/15,,10/15
"Corvin, die Rückhand Bjarturs",Corvin Rückhand (https://www.notion.so/Corvin-R-ckhand-1cd95bba56ba80dca82bd7a65f584251?pvs=21),,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 10, 2025 5:28 PM","“Wo Corvins Hand zuckt, verstummen Stimmen für immer.”",487,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Erstschlag</ability> <desc>Mein Schaden wird zuerst berechnet.</desc>,"Einzigartig
Erstschlag",Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,,,2,2,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,30/30,,20/50
"Theo, Wächter des Waldes",Theo (https://www.notion.so/Theo-11995bba56ba806985bee25ef71d6f47?pvs=21),TC04 (https://www.notion.so/TC04-28695bba56ba81a19b4ae3e60fd199bc?pvs=21),Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 10, 2025 5:43 PM",“Nüffe? Welfe nüffe?”,488,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Doppelblock</ability> <desc><self>Ich</self> darf zwei <key>Gegner</key> gleichzeitig <key>blocken</key>.</desc>,"Einzigartig
Doppelblock",Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),,,,,1,2,"October 27, 2025 4:38 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,20/25,,15/35
"Markus Morgenwind, Leibwächter",,,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 10, 2025 5:47 PM",“Was zahlst du?!”,489,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Doppelblock</ability> <desc><self>Ich</self> darf zwei <key>Gegner</key> gleichzeitig <key>blocken</key>.</desc>
Ich halbiere die <key>Stärke</key> aller <typ>Charaktere</typ>, die von <self>mir</self> <key>geblockt</key> werden, bis <phase>Phasenende</phase>.","Einzigartig
Doppelblock
Halbiere die Stärke von allen Charakteren die von mir geblockt werden.",Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),,,,,3,2,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,30/25,,25/25
"Jean-Jacques, Waffenknecht in Bjartur",Jean-Jacques (https://www.notion.so/Jean-Jacques-1cd95bba56ba80fc897beac316cabbfc?pvs=21),TC12 (https://www.notion.so/TC12-28695bba56ba81fea9afcca0881a9455?pvs=21),Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 10, 2025 5:54 PM","Sein törichter Lärm gleicht einem Hornruf, der selbst den diszipliniertesten Soldaten zur Raserei treibt.",490,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<cost><terra/><unshaped1/></cost> Ein feindlicher <kind>Charakter</kind> Deiner Wahl kann bis zu Deinem nächsten <key>Zug</key> nur <self>mich</self> <key>angreifen</key>.,"Einzigartig
1,T; Ein feindlicher Charakter deiner Wahl kann bis zum Ende des Zuges nur Soldat Jean-Jacques angreifen.",Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,,,1,2,"October 27, 2025 4:38 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,15/25,,20/25
