Kartenart,Name,Kartentext,Element,Kosten,⚔️,🛡️,⭕️,Kartentyp,Status,ID,Flavourtext,Created by,Artwork,Art Production,Decklist,Glossar,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Kritik,Zustimmung
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Versteinern,"Sofort Spielbar
Bringe X Charaktere in Angriffshaltung",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"X,T,T,T,",,,,,Neu,180,,Slain,,,,,,,,,3,X,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Vertreter der Alchemistengilde,Gildenmitglied,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),1,5,5,,,Idee,301,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Vertreter der Bardengilde,Gildenmitglied,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),1,5,5,,,Idee,304,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Vertreter der Botengilde,Gildenmitglied,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),1,5,5,,,Idee,299,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Vertreter der Kartographengilde,Nachschub,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),T,5/5,5/5,,,Neu,306,,Slain,,,Untitled (https://www.notion.so/27943002ea24443d9f2499e05ba57f50?pvs=21),,,,,,1,,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Vertreter der Magiergilde,Nachschub,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),E,5/5,5/5,,,Neu,300,,Slain,,,Untitled (https://www.notion.so/96210c202aca4e97b66c56859224a02d?pvs=21),,1,,,,,,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Vertreter der Seehandelsgilde,Nachschub,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),A,5/5,5/5,,,Neu,302,,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/302.png,,,,,1,,,,,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Vertreter der Stadtwache,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),T,10/10,10/10,,,Neu,307,,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/307.png,,,,,,,,1,,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Vertreter der Zeitungsgilde,Gildenmitglied,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),1,10/10,10/10,,,Idee,303,,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/303.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Veteran,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"2,I,",30/30,30/30,,,Playtest,372,,Gut Christian,,,,,,,1,,,2,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Vorstürmen,Lege die oberste Karte von deinem Deck als Elementarkarte in deine Elementarzone.,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"2,I,",,,,,Neu,223,,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/223.png,,,,,,1,,,2,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Vulkan-Golem,Eile,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"5,I,I,",60/60,60/60,,,Neu,329,,Slain,,,,,,,2,,,5,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Vulkanausbruch,Alle Charaktere und Manifestationen erleiden 30 Schaden,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"2,I,I,",,,,,Playtest,366,,Gut Christian,,,,,,,2,,,2,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wache des Trosses,Nachschub,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"3,A,",20/20,20/30,,,Playtest,374,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/374.png,,,,,1,,,,3,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus  Ignistrutz,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),2,20,5,,,Idee,314,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus  Lichtensee,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),2,15,15,,,Idee,311,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Alithea,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),2,5,20,,,Idee,316,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Auenfeste,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),2,20,5,,,Idee,310,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Caladh Mahair,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),2,15,15,,,Idee,321,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Dun Aisleang,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"1,M,",25/25,15/15,,,Neu,317,,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/317.png,,,,,,,1,,1,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Edoran,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),2,5,20,,,Idee,312,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Eliars Hain,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),2,5,20,,,Idee,309,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Goryo,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"1,M,",15/15,25/25,,,Neu,319,,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/319.png,,,,,,,1,,1,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Istan Sylvana,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),2,15,15,,,Idee,308,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Mayas Ruh,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),2,5,20,,,Idee,320,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Porto Jawahir,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),2,20,5,,,Idee,313,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Terras Wacht,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),2,20,5,,,Idee,318,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Wolfsfeste,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),2,15,15,,,Idee,315,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter aus Zwergenfestung,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),2,20,5,,,Idee,322,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wächter von irgendwas,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"1,M,",10/20,10/30,,,Playtest,353,,Gut Christian,,,,,,,,1,,1,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Waffenmeister Aeris,"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),4,25,25,,,Idee,244,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Waffenmeister Aqua,"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),5,25,25,,,Idee,252,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Waffenmeister Magica,"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),5,25,25,,,Idee,249,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Waffenmeister Terra,"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),5,25,25,,,Idee,250,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Waffenmeister von Ignis,"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),5,25,25,,,Idee,251,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wald Ratte,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,35,15,,,Backup,142,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._rat_in_forest_by_Titus_Lunter_mtg_wallpaper_green_trees_-_2f43f183-6591-4f0e-b2cb-66dcb31fc5a4.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Waldfalke,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),4,45,20,,,Backup,148,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._hawk_on_tree_by_Titus_Lunter_mtg_wallpaper_green_forest_-_87f423e0-e60b-46ab-ac29-ad6fcdf589e1.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Waldluchs,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,30,15,,,Backup,146,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._Lynx_in_forest_by_Titus_Lunter_mtg_wallpaper_green_trees__6f861c07-600a-4e4e-8ab8-24fd3c037a32.png,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Wandel,Opfere einen Charakter. Dann bringe einen Charakter aus deinem Friedhof ins Spiel.,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),5,,,,,Idee,183,,Slain,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Wasser des Lebens,Lege eine oberste Karte von deinem Deck als Schildkarte zu deinen Schildkarten.,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"2,A,A,A,",,,,,Neu,173,,Slain,,,,,,3,,,,2,"C.G. : Intressante Idee, fürt jedoch nur für längere Spiele.",C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wassermann Torlan,"Wenn Wassermann Torlan (https://www.notion.so/Wassermann-Torlan-831de7267ffa4a5ca40736c2068d30ea?pvs=21) verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)t, darfst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u die Meerjungfrau Marna (https://www.notion.so/Meerjungfrau-Marna-bea5a1b4be7940fdb3c40ddc0b966608?pvs=21) such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)en und spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)en.",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),4,20,15,,,Backup,72,,Jan Appel,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Wasserschwall,"Der Verteidigungswert (https://www.notion.so/Verteidigungswert-e67635d2fccf454d85d29b869ee8b6ff?pvs=21) der vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehenen Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) ist um $x$ erhöht, wobei $x$ die Summe aller Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21)-Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21)n ist.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 1",,,,,Backup,42,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1150254375403532338/itschotsch_tall_water_wave_splashing_foam_magical_force_shield__e02c454e-dca0-4dd3-b4e8-7e28a31453d6.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Weißer Greif,"Wenn der Weiße Greif stirbt, kehrt er stattdessen auf deine Hand zurück.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),"3,E,E,E,",40/40,40/40,,,Neu,3,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/3.png,,Untitled (https://www.notion.so/65d7968e888a4013a3b52556839ec1c7?pvs=21),,3,,,,,3,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Weltenbrand,"Jeder Spieler zerstört alle seine Elementare, Charaktere und Manifestationen. Dann wirft er alle Handkarten ab und zieht 3 neue.",Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),5,,,,,Idee,182,,Slain,,,,,,,,,,,,
Legende (https://www.notion.so/Legende-3982764085c2477e827623c38aec8f98?pvs=21),Weltenbrand (alt),"1. Eine gewählter Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) ist diese Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21) ohnmächtig (https://www.notion.so/ohnm-chtig-052e31a81ae24fb5ac51512957908c0d?pvs=21).
2. Spiele Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n für ihre doppelten Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21), ohne ihre zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)en Kosten zu bezahlen .
3. Alle gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21)en Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e haben diese Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21) +30/+30",,8,,50,,,Backup,102,,Tim,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Wetterschrein,"Jedes Mal, wenn du ein Ereignis spielst, ziehe eine Karte.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),"4,E,E,",,,,,Neu,348,,Tim,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/348.png,,,,2,,,,,4,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Wie du mir, so ich dir","sofort (https://www.notion.so/sofort-9c56f076fccf4157b07459dd557d86d7?pvs=21) spielbar. Wiederhole den Effekt der soeben vom Gegner (https://www.notion.so/Gegner-38d8865e0868489d84eed7aab3fdb7d3?pvs=21) gespielten Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21), wobei D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u das neue Ziel definierst.",,3,,,,,Backup,86,,Tim,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wilbur Whateley,"Kultist
Einzigartig
Kann nicht als Elementar gelegt werden, Kann nicht beschworen werden, Ruft beim Tod Dunwich Horror herbei, aus dem Deck, der Hand oder dem Friedhof.","Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21)",-,30/30,30/30,,,Experiment,412,,Gut Christian,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Wilde Wogen,"zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e $x$ Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Wahl, wobei $x$ die Anzahl (https://www.notion.so/Anzahl-09cf5acb69fa4d5ea84c749a17cf2bb0?pvs=21) D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Schild (https://www.notion.so/Schild-7d85c5583f0144ad94a6d3532be61da0?pvs=21)e ist.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), $2+2x$",,,,,Backup,47,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1150458520123228220/itschotsch_massive_dramatic_tall_wave_foaming_water_splashing_b_e0501fe4-73f5-4eee-9d03-d8a424b24090.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wildhüter Amdulf,"Beim ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)einen, entdeck (https://www.notion.so/entdeck-bc14ca1b366b418397d988c1c99579f6?pvs=21)e ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),4,35,10,,,Backup,140,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._snowy_forest_snow_painting_by_John_Avon_magic_the_gatheri_5c25d1b8-6363-483d-8454-0411bed7a5de.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Wildhüter Orhulf,"Beim ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)einen, entdeck (https://www.notion.so/entdeck-bc14ca1b366b418397d988c1c99579f6?pvs=21)e ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,20,5,,,Backup,138,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._forest_painting_by_John_Avon_magic_the_gathering_soft_lig_e48e4426-2a6d-465f-99ea-4c6ff56740d2.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Windiger Jäger,Sofort Spielbar,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),E,5/5,5/10,,,Playtest,391,,Gut Christian,,,,Sofort spielbar (https://www.notion.so/Sofort-spielbar-294a02b665464d4ab9d64e4e102d6bd1?pvs=21),1,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Windstoß,"Wirf X Karten ab, dann ziehe X + 1 neue Karten",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),2 + X,,,,,Idee,176,,Slain,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Wunden heilen,Bringe X Karten von deinem Friedhof wieder auf deine Hand,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),4 + X,,,,,Idee,177,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Y`ha-nthlei,"Dagan und Hydra kosten zwei Elemente weniger.
Dagan und Hydra betreten das Schlachtfeld mit je einem Bannkreis.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",3,,,,,Experiment,451,,Gut Christian,,,,,,,,,,3,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Zeitspiel,"Ziehe eine Karte.
Du darfst in diesem Zug eine zusätzliche Elementarkarte legen.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),"2,E,",,,,,Neu,213,,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/213.png,,Untitled (https://www.notion.so/5f172e375c1b42be86494f3c331919c4?pvs=21),,1,,,,,2,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Zeitsprung,"Mische deinen Friedhof zurück in dein Deck, und entferne diese Karte aus dem Spiel",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),8,,,,,Idee,238,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Zweiköpfiger Drachenwelpe,Darf bis zu 2 Charaktere gleichzeitig Angreifen,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),4,25,10,,,Idee,190,,Slain,,,,,,,,,,,,
